Date,Revenue,COGS,year,month,day,dayofweek,dayofyear,weekofyear,quarter,is_weekend,is_month_end,is_month_start,is_quarter_end,dom_bin,trend,sin_365d_k1,cos_365d_k1,sin_365d_k2,cos_365d_k2,sin_365d_k3,cos_365d_k3,sin_365d_k4,cos_365d_k4,sin_7d_k1,cos_7d_k1,sin_7d_k2,cos_7d_k2,sin_7d_k3,cos_7d_k3,rev_lag_365,rev_lag_364,rev_lag_728,rev_lag365_roll7,rev_lag365_roll30,log_rev_lag_365,log_monthly_avg,monthly_avg_rev,trend_multiplier,days_to_tet,pre_tet_7d,pre_tet_14d,post_tet_7d,is_fixed_holiday,is_tet_holiday,is_black_friday_month,is_1111,is_1212,sessions_lag_365,visitors_lag_365,n_active_promos,max_promo_discount,has_stackable_promo
2013-07-14,4482102.22,4419156.67,2013,7,14,6,195,28,3,1,0,0,0,1,375,-0.2135209154397959,-0.9769384927771817,0.4171936026123165,0.908817637339503,-0.6016240632249218,-0.7987793728863655,0.7583058084785621,0.651898995878713,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,3820831.41,3948841.28,3906454.96,4625318.882857143,4394592.8308,15.15597886522114,15.353964854740417,4657384.768214286,1.0,154,0,0,0,0,0,0,0,0,23147.0,17484.0,1,18.0,0
2013-07-15,4387240.36,4219310.04,2013,7,15,0,196,29,3,0,0,0,0,1,376,-0.23030567023061196,-0.973118337233262,0.4482293417404102,0.8939185965192572,-0.6420547132365644,-0.7666588193001584,0.801361088174676,0.5981809144059171,0.0,1.0,0.0,1.0,0.0,1.0,3948841.28,3503801.49,3906454.96,4568355.551428571,4410346.939230769,15.188933000246074,15.353964854740417,4657384.768214286,1.0,155,0,0,0,0,0,0,0,0,23147.0,17484.0,1,18.0,0
2013-07-16,4411030.39,4135243.61,2013,7,16,1,197,29,3,0,0,0,0,1,377,-0.24702218048093527,-0.9690098257244063,0.47873384011578785,0.8779600847008885,-0.6807734094770158,-0.7324940716135793,0.8406184056344774,0.5416278206559825,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,3503801.49,4476729.49,3906454.96,4666477.707142857,4490931.532222223,15.069359362440608,15.353964854740417,4657384.768214286,1.0,156,0,0,0,0,0,0,0,0,23147.0,17484.0,1,18.0,0
2013-07-17,4475453.64,4375610.63,2013,7,17,2,198,29,3,0,0,0,0,1,378,-0.2636654927280072,-0.9646141756912435,0.5086709438521045,0.8609610158889943,-0.7176769136759616,-0.6963762255968725,0.875891705144243,0.4825077417612183,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,4476729.49,5184141.46,3906454.96,4646757.528571429,4657384.768214286,15.314403536617247,15.353964854740417,4657384.768214286,1.0,157,0,0,0,0,0,0,0,0,23147.0,17484.0,1,18.0,0
2013-07-18,6265533.39,6163756.55,2013,7,18,3,199,29,3,0,0,0,0,1,379,-0.2802306751992161,-0.9599326896597445,0.5380051715382995,0.8429415373547829,-0.7526668275320081,-0.6584015846980491,0.9070138128026358,0.4211008707960898,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,5184141.46,6421487.11,3906454.96,4592661.187142857,4812245.89,15.461114997346536,15.353964854740417,4657384.768214286,1.0,158,0,0,0,0,0,0,0,0,23147.0,17484.0,1,18.0,0
2013-07-19,6310739.5,5960928.51,2013,7,19,4,200,29,3,0,0,0,0,1,380,-0.2967128192734901,-0.9549667548552553,0.5667017562911173,0.8239230057575544,-0.7856498550787143,-0.6186714032625035,0.933837228822925,0.3576982388331261,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,6421487.11,5171470.46,3906454.96,4473905.371428572,4974918.593666667,15.675160441641227,15.353964854740417,4657384.768214286,1.0,159,0,0,0,0,0,0,0,0,23147.0,17484.0,1,18.0,0
2013-07-20,4157746.85,3978173.28,2013,7,20,5,201,29,3,1,0,0,0,1,381,-0.3131070409358267,-0.9497178427914317,0.5947266869607636,0.8039279618328211,-0.8165380514459161,-0.5772916165517272,0.9562348265919058,0.29260033563334775,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,5171470.46,3442157.02,3906454.96,4649150.542857142,5114042.660666666,15.458667821076462,15.353964854740417,4657384.768214286,1.0,160,0,0,0,0,0,0,0,0,23147.0,17484.0,1,18.0,0
2013-07-21,4847680.2,4301699.27,2013,7,21,6,202,29,3,1,0,0,0,2,382,-0.3294084822245302,-0.9441875088341994,0.6220467484408676,0.7829801036770627,-0.8452490573530623,-0.5343725582809802,0.9741004551724206,0.2261156855082879,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,3442157.02,3117550.57,3906454.96,4594831.49,5235123.38,15.051609164054845,15.353964854740417,4657384.768214286,1.0,161,0,0,0,0,0,0,0,0,23147.0,17484.0,1,18.0,0
2013-07-22,5926190.4,5032346.99,2013,7,22,0,203,30,3,0,0,0,0,2,383,-0.3456123126707333,-0.9383773917408642,0.6486295610349815,0.7611042586607746,-0.871706318709322,-0.49002866642905885,0.9873494423939864,0.15855938510313458,0.0,1.0,0.0,1.0,0.0,1.0,3117550.57,4730517.69,3906454.96,4603766.721428571,5211963.205666666,14.952558498500553,15.353964854740417,4657384.768214286,1.0,162,0,0,0,0,0,0,0,0,23147.0,17484.0,1,18.0,0
2013-07-23,4436778.28,3552350.42,2013,7,23,1,204,30,3,0,0,0,0,2,384,-0.3617137307297674,-0.9322892131745134,0.6744436188329453,0.7383263540031066,-0.8958392907349091,-0.44437817810461283,0.995918996147179,0.09025161003104143,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,4730517.69,4096496.12,3906454.96,4522406.428571428,5244032.297666667,15.36954541407539,15.353964854740417,4657384.768214286,1.0,163,0,0,0,0,0,0,0,0,23147.0,17484.0,0,0.0,0
2013-07-24,7329505.1,5924978.27,2013,7,24,2,205,30,3,0,0,0,0,2,385,-0.37770796520396466,-0.9259247771938499,0.6994583270516468,0.7146733860429613,-0.9175836260593934,-0.39754281428255683,0.9997685019798909,0.02151609743622297,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,4096496.12,5246688.08,3906454.96,4520296.284285714,5240012.349,15.22564280552458,15.353964854740417,4657384.768214286,1.0,164,0,0,0,0,0,0,0,0,23147.0,17484.0,0,0.0,0
2013-07-25,6342757.31,4978292.65,2013,7,25,3,206,30,3,0,0,0,0,2,386,-0.39359027665646645,-0.9192859697186105,0.723644038295912,0.6901733882429724,-0.9368813462954312,-0.3496474552512293,0.9988797155850336,-0.0473213883224307,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,5246688.08,5851965.06,3906454.96,4646696.258571428,5208984.578999999,15.473107784194976,15.353964854740417,4657384.768214286,1.0,165,0,0,0,0,0,0,0,0,23147.0,17484.0,0,0.0,0
2013-07-26,6941436.71,5543496.22,2013,7,26,4,207,30,3,0,0,0,0,2,387,-0.4093559588156211,-0.9123747579707274,0.7469720876965548,0.664855397964287,-0.9536809966304454,-0.30081980763566823,0.9932568492674144,-0.11593459959549905,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,5851965.06,5156699.45,3906454.96,4887646.127142857,5183776.342333334,15.582288241378745,15.353964854740417,4657384.768214286,1.0,166,0,0,0,0,0,0,0,0,23147.0,17484.0,0,0.0,0
2013-07-27,4353958.13,3499528.32,2013,7,27,5,208,30,3,1,0,0,0,2,388,-0.42500033996955394,-0.9051931898913975,0.7694148268839378,0.6387494220515272,-0.9679377830240641,-0.2511900638848198,0.9829265519799822,-0.18399835165768003,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,5156699.45,4326956.84,3906454.96,5152733.735714287,5111430.071333334,15.455807485249466,15.353964854740417,4657384.768214286,1.0,167,0,0,0,0,0,0,0,0,23147.0,17484.0,0,0.0,0
2013-07-28,6017516.42,4917333.26,2013,7,28,6,209,30,3,1,0,0,0,2,389,-0.4405187843504952,-0.8977433935342336,0.7909456567567776,0.6118864012687238,-0.97961369164549,-0.20089055513063553,0.9679377830240639,-0.25119006388482057,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,4326956.84,4804199.65,3906454.96,5874894.595714286,5011362.482333333,15.280375275688327,15.353964854740417,4657384.768214286,1.0,168,0,0,0,0,0,0,0,0,23147.0,17484.0,0,0.0,0
2013-07-29,8158241.16,6599164.67,2013,7,29,0,210,31,3,0,0,0,0,2,390,-0.455906693508459,-0.8900275764346766,0.8115390590073613,0.5842981736283681,-0.9886775902323404,-0.15005539834465284,0.9483615800121713,-0.3171912885891069,0.0,1.0,0.0,1.0,0.0,1.0,4804199.65,6586130.95,3906454.96,6432275.912857143,4947318.153,15.385001228587052,15.353964854740417,4657384.768214286,1.0,169,0,0,0,0,0,0,0,0,23147.0,17484.0,0,0.0,0
2013-07-30,7711378.77,7073525.07,2013,7,30,1,211,31,3,0,0,0,0,2,391,-0.47115950767386394,-0.8820480249558535,0.8311706263658081,0.5560174366570443,-0.9951053111006976,-0.09882013873287147,0.924290722193093,-0.3816892202666596,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,6586130.95,9151622.14,3906454.96,6980913.332857142,4950896.106333333,15.700476776640313,15.353964854740417,4657384.768214286,1.0,170,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-07-31,10104475.36,10851542.12,2013,7,31,2,212,31,3,0,1,0,0,2,392,-0.4862727071086902,-0.8738071036110807,0.8498170915275279,0.527077708642372,-0.9988797155850336,-0.04732138832243168,0.8958392907349088,-0.44437817810461355,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,9151622.14,9148357.3,3906454.96,7572423.404285714,4953731.8023333335,16.02944181386927,15.353964854740417,4657384.768214286,1.0,171,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-01,10998208.4,12167214.07,2013,8,1,3,213,31,3,0,0,1,0,0,393,-0.5012418134457756,-0.8653072543632061,0.8674563547295968,0.49751328890718066,-0.9999907397361901,0.004303538296242688,0.8631421280499114,-0.5049610547215203,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,9148357.3,9692427.0,3906454.96,7866314.574285715,4962948.194666667,16.029085000388847,15.45098885292247,5131910.977741935,1.0,172,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-02,7422715.15,9601836.11,2013,8,2,4,214,31,3,0,0,0,0,0,394,-0.5160623910158526,-0.8565509959010037,0.8840675099433635,0.46735921715800244,-0.9984354211555644,0.05591699010060189,0.8263541987239098,-0.5631507242749182,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,9692427.0,9297269.95,3906454.96,7517032.365714286,4988723.151,16.08685552007559,15.45098885292247,5131910.977741935,1.0,173,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-03,5599602.67,7786528.35,2013,8,3,5,215,31,3,1,0,0,0,0,395,-0.5307300481619331,-0.8475409228928312,0.8996308696522431,0.43665123195606426,-0.9942179068939518,0.1073813466641637,0.7856498550787149,-0.6186714032625027,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,9297269.95,6384195.03,3906454.96,7094728.472857143,4952227.904,16.045231468823154,15.45098885292247,5131910.977741935,1.0,174,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-04,5021938.29,7089757.76,2013,8,4,6,216,31,3,1,0,0,0,0,396,-0.5452404385406507,-0.8382797052177745,0.9141279881853336,0.40542572835999774,-0.9873494423939866,0.1585593851031336,0.7412220108485965,-0.6712599575675307,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,6384195.03,2359224.19,3906454.96,6107390.087142857,4853178.857333333,15.669336124093983,15.45098885292247,5131910.977741935,1.0,175,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-05,2231563.34,3064145.21,2013,8,5,0,217,32,3,0,0,0,0,0,397,-0.5595892624101763,-0.828770087174504,0.9275416835791963,0.37371971479046967,-0.977848341505657,0.20931464596304777,0.6932812268869787,-0.72066714955386,0.0,1.0,0.0,1.0,0.0,1.0,2359224.19,3630003.7,3906454.96,5174418.095714286,4810939.873,14.673843813774456,15.45098885292247,5131910.977741935,1.0,176,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-06,2493225.51,3592496.3,2013,8,6,1,218,32,3,0,0,0,0,0,398,-0.5737722679043243,-0.8190148866680802,0.9398560579418951,0.34157076916785645,-0.9657399376548551,0.25951179706979915,0.6420547132365652,-0.7666588193001579,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,3630003.7,2240253.44,3906454.96,4429598.741428571,4814235.549666666,15.104744501006035,15.45098885292247,5131910.977741935,1.0,177,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-07,2638845.23,3381813.66,2013,8,7,2,219,32,3,0,0,0,0,0,399,-0.5877852522924734,-0.8090169943749472,0.9510565162951538,0.30901699437494684,-0.9510565162951538,0.309016994374947,0.5877852522924721,-0.8090169943749481,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,2240253.44,2617553.36,3906454.96,3588916.8414285714,4848566.638333334,14.622100006666162,15.45098885292247,5131910.977741935,1.0,177,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-08,3065089.0,4223344.7,2013,8,8,3,220,32,3,0,0,0,0,0,400,-0.6016240632249227,-0.7987793728863648,0.9611297838723009,0.27609697309746845,-0.9338372288229259,0.35769823883312357,0.5307300481619326,-0.8475409228928316,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,2617553.36,4478691.52,3906454.96,3067261.0300000003,4844138.809,14.777750989419488,15.45098885292247,5131910.977741935,1.0,176,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-09,2598855.08,3418548.13,2013,8,9,4,221,32,3,0,0,0,0,0,401,-0.6152845999633277,-0.7883050558305253,0.9700639218515071,0.24284972209593542,-0.9141279881853346,0.40542572835999546,0.47115950767386344,-0.8820480249558539,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,4478691.52,3412496.65,3906454.96,3214254.978571429,4890217.923333333,15.314841713580904,15.45098885292247,5131910.977741935,1.0,175,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-10,1776113.02,2320738.01,2013,8,10,5,222,32,3,1,0,0,0,0,402,-0.6287628145958345,-0.7775971469736268,0.9778483415056568,0.2093146459630485,-0.8919813464595485,0.4520722039323043,0.40935595881562137,-0.9123747579707273,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,3412496.65,2732604.35,3906454.96,3256850.1657142853,4869923.339666667,15.042955029830427,15.45098885292247,5131910.977741935,1.0,174,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-11,2074476.53,2834815.33,2013,8,11,6,223,32,3,1,0,0,0,1,403,-0.6420547132365636,-0.7666588193001592,0.9844738167520922,0.17553149042142824,-0.8674563547295968,0.49751328890718083,0.34561231267073356,-0.9383773917408641,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,2732604.35,3388181.83,3906454.96,3513087.125714286,4794510.047,14.820766052726956,15.45098885292247,5131910.977741935,1.0,173,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-12,1933036.01,2566277.36,2013,8,12,0,224,33,3,0,0,0,0,1,404,-0.655156357209085,-0.7554933140726804,0.989932495087353,0.14154029521704348,-0.840618405634478,0.5416278206559817,0.2802306751992168,-0.9599326896597443,0.0,1.0,0.0,1.0,0.0,1.0,3388181.83,3928170.01,3906454.96,3679192.825714286,4765293.549666666,15.035804297288633,15.45098885292247,5131910.977741935,1.0,172,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-13,2531884.21,3266499.42,2013,8,13,1,225,33,3,0,0,0,0,1,405,-0.6680638642135333,-0.7441039398713608,0.9942179068939518,0.10738134666416355,-0.8115390590073607,0.5842981736283689,0.21352091543979704,-0.9769384927771815,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,3928170.01,4033912.16,3906454.96,3789376.634285714,4722358.182999999,15.183684483659535,15.45098885292247,5131910.977741935,1.0,171,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-14,2791478.67,3740726.27,2013,8,14,2,226,33,3,0,0,0,0,1,406,-0.6807734094770159,-0.7324940716135792,0.9973249731081555,0.07309512989807825,-0.7802958510707761,0.6254105729852455,0.14579919691987603,-0.9893142039703662,0.9749279121818236,-0.22252093395631434,-0.433883739117558,-0.9009688679024191,-0.7818314824680299,0.6234898018587334,4033912.16,3780293.26,3906454.96,3886060.5485714287,4879174.082,15.210247470244257,15.45098885292247,5131910.977741935,1.0,170,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-15,3665019.45,4896607.22,2013,8,15,3,227,33,3,0,0,0,0,1,407,-0.6932812268869771,-0.7206671495538615,0.9992500112396835,0.038722280892175366,-0.7469720876965559,0.6648553979642858,0.07738647923346482,-0.997001169925015,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334,0.9749279121818237,-0.2225209339563141,3780293.26,5249978.18,3906454.96,3988547.885714286,4968321.660999999,15.145312411126731,15.45098885292247,5131910.977741935,1.0,169,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-16,3619170.1,4661015.06,2013,8,16,4,228,33,3,0,0,0,0,1,408,-0.7055836101071774,-0.70862667826446,0.9999907397361901,0.004303538296245199,-0.7116566222817752,0.7025274741691564,0.008606996888690521,-0.9999629591162655,-0.433883739117558,-0.9009688679024191,0.7818314824680296,0.6234898018587337,-0.9749279121818235,-0.2225209339563148,5249978.18,4089284.05,3906454.96,4062279.185714286,4999485.393000001,15.473734668845657,15.45098885292247,5131910.977741935,1.0,168,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-17,3066137.96,4129676.85,2013,8,17,5,229,33,3,1,0,0,0,1,409,-0.7176769136759615,-0.6963762255968726,0.9995462806873574,-0.030120304846906983,-0.6744436188329459,0.7383263540031061,-0.06021327736579051,-0.9981855344718588,-0.9749279121818236,-0.2225209339563146,0.43388373911755845,-0.9009688679024189,0.7818314824680284,0.6234898018587354,4089284.05,3450015.71,3906454.96,4006973.0871428573,4998029.433666666,15.223880708337937,15.45098885292247,5131910.977741935,1.0,167,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-18,2385617.18,2947242.18,2013,8,18,6,230,33,3,1,0,0,0,1,410,-0.7295575540864876,-0.6839194216246105,0.9979171608653922,-0.06450844944931665,-0.6354323008901778,0.772156584499164,-0.1287481774525815,-0.9916773198992899,-0.7818314824680299,0.6234898018587334,-0.9749279121818235,-0.2225209339563148,-0.43388373911755757,-0.9009688679024194,3450015.71,3904300.93,3906454.96,4023197.5257142857,4960288.831,15.053889632474073,15.45098885292247,5131910.977741935,1.0,166,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-19,2870843.18,3669528.41,2013,8,19,0,231,34,3,0,0,0,0,1,411,-0.7412220108485957,-0.6712599575675315,0.9951053111006976,-0.09882013873287163,-0.5947266869607649,0.8039279618328201,-0.1966728897935766,-0.980469160361632,0.0,1.0,0.0,1.0,0.0,1.0,3904300.93,3541027.32,3906454.96,4139967.461428571,4736616.480666667,15.177589562151692,15.45098885292247,5131910.977741935,1.0,165,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
2013-08-20,2730112.88,3528369.0,2013,8,20,1,232,34,3,0,0,0,0,1,412,-0.7526668275320083,-0.6584015846980489,0.9911140639934547,-0.13301470653419586,-0.5524353131676212,0.8335557718385689,-0.2636654927280072,-0.9646141756912435,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434,0.43388373911755823,-0.900968867902419,3541027.32,4147483.23,3906454.96,4172666.2285714285,4652660.1466666665,15.07992772880281,15.45098885292247,5131910.977741935,1.0,164,0,0,0,0,0,0,0,0,23147.0,17484.0,1,50.0,0
